,last,first,middle,dept,leave,visiting,title,degrees,name
209,lieberman,ralph,,['art'],n,1,"visiting lecturer in art, fall semester",b.a. (1961) brandeis university; ph.d. (1972) new york university institute of fine arts,
210,limon,john,k.,['english'],n,0,john j. gibson professor of english,"b.a. (1974) harvard; ph.d. (1981) university of california, berkeley",
211,loepp,susan,r.,['math'],y,0,professor of mathematics,"b.a. (1989) bethel college; ph.d. (1994) university of texas, austin",
212,long,margaret,g.,['history'],n,0,assistant professor of history,"b.a. (1989) wesleyan, ph.d. (2003) university of chicago",
213,love,david,,['economics'],y,0,assistant professor of economics,b.a. (1996) university of michigan; ph.d. (2003) yale,
214,lovett jr.,charles,m.,['chemistry'],n,0,philip and dorothy schein professor of chemistry and director of the science center,b.s. (1979) california state poly.; ph.d. (1985) cornell,
215, low,peter,d.,['art'],n,0,assistant professor of art,b.a. (1994) university of toronto; ph.d. (2001) johns hopkins,
216,ly,pierre,e.,['economics'],n,1,visiting assistant professor of economics,b.a. (2001) university of toulouse; ph.d. (2007) university of toulouse,
217,lynch,daniel,v.,['biology'],f,0,professor of biology,"b.s. (1979) university of lowell; ph.d. (1983) university of texas, austin",
218,macdonald,michael,d.,['international studies'],n,0,frederick l. schuman professor in international relations,"a.b. (1972) university of california, berkeley; ph.d. (1983) university of california, berkeley",
219,macintire,jenna,l.,"['biology', 'chemistry']",n,0,instructor in chemistry and in biology,b.a. (1992) university of vermont,
220,mahon jr.,james,e.,['political science'],n,0,woodrow wilson professor of political science,"a.b. (1977) dartmouth; ph.d. (1989) university of california, berkeley",
221,majumder,protik,kumar,['physics'],n,0,professor of physics,b.s. (1982) yale; ph.d. (1989) harvard,
222,manning,patricia,m.,['physical education'],n,0,assistant professor of physical education,b.s. (1977) cortland; m.s. (1988) smith,
223,marable,manning,,['africana studies'],n,1,sterling brown ’22 visiting professor of africana studies,b.a. (1971) earlham college; ph.d. (1976) university of maryland,
224,marasco,robyn,,['political science'],n,0,assistant professor of political science,"b.a. (1999) smith; ph.d. (2006) university of california, berkeley",
225,marcus,george,e.,['political science'],n,0,professor of political science,a.b. (1964) columbia; ph.d. (1968) northwestern,
226,martin,brian,,['french'],y,0,assistant professor of french literature and french language,a.b. (1993) harvard; ph.d. (2003) harvard,
227,maruko,eiko,,['history'],f,0,siniawar assistant professor of history,b.a. (1997) williams; ph.d. (2003) harvard,
228,mason,christine,l.,['physical education'],n,0,assistant professor of physical education and athletic insurance coordinator,ed.m. (1986) boston university,
229,matthews,kadeshia,l.,['english'],n,1,visiting assistant professor of english,b.a. (1996) rice university; ph.d. (2006) johns hopkins,
230,mathews,nancy,mowll,"['art', 'history']",n,0,lecturer in art history,"b.a. (1968) goucher college; ph.d. (1980) institute of fine arts, new york university",
231,mcallister,james,,['political science'],n,0,associate professor of political science,"b.a. (1986) s.u.n.y., buffalo; m.phil. (1994) columbia",
232,mccallum,ann,k.,['art'],n,0,lecturer in art,b.a. (1974) mcgill university; m.arch. (1980) yale,
233,mccormack,george,m.,['physical education'],n,0,assistant professor of physical education,b.s. (1987) ithaca college,
234,mcgowan,elizabeth,p.,['art'],y,0,professor of art and co-director of the williams-exeter programme at exeter university,b.a. (1979) princeton; ph.d. (1993) new york university institute of fine arts,
235,mcguire,morgan,,['computer science'],n,0,assistant professor of computer science,b.s. (2000) massachusetts institute of technology; ph.d. (2006) brown,
236,mckeen,catherine,a.,['philosophy'],n,1,"visiting assistant professor of philosophy, fall semester and winter study period",b.a. (1988) wellesley college; ph.d. (2001) rutgers,
237,mcpartland,keith,e.,['philosophy'],n,0,assistant professor of philosophy,b.a. (1994) rutgers; ph.d. (2007) cornell,
238,mcweeny,gage,c.,['english'],n,0,assistant professor of english,b.a. (1993) columbia; ph.d. (2003) princeton,
239,melendy,lisa,m.,['physical education'],n,0,"assistant professor of physical education, senior women’s administrator for athletics, and assistant athletic director",a.b. (1982) smith; m.s. (1985) university of massachusetts,
240,mellow,nicole,,['political science'],f,0,assistant professor of political science,b.a. (1992) vassar; ph.d. (2003) university of texas,
241,merrill,karen,r.,['history'],n,0,professor of history and dean of the college,b.a. (1986) oberlin; ph.d. (1994) university of michigan,
242,mladenovic,bojana,,['philosophy'],n,0,associate professor of philosophy,"b.a. (1984) university of belgrade; ph.d. (1995) university of california, berkeley",
243,momin,shamim,m.,['art'],n,1,"visiting lecturer in art at williams in new york, spring semester",,
244,montiel,peter,j.,['political economy'],n,0,fred greene third century professor of political economy,b.a. (1973) yale; ph.d. (1978) m.i.t.,
245,moore,justin,,['physical education'],n,0,assistant professor of physical education,b.a. (1990) rollins college; m.a. (2004) university of central michigan,
246,morales,manuel,a.,['biology'],n,0,assistant professor of biology,ph.d. (1999) university of conneticut,
247,morgan,frank,,['math'],n,0,webster atwell—class of 1921 professor of mathematics,s.b. (1974) m.i.t.; ph.d. (1977) princeton,
248,morris,david,e.,['theatre'],n,1,"visiting lecturer in theatre, fall semester",b.a. (1996) williams; m.f.a. (2001) university of washington,
249,mulla,sameena,,"['anthropology', 'sociology']",n,0,gaius charles bolin fellow in anthropology/sociology,b.a. (1999) university of maryland; m.a. (2001) new school for social research,
250,munemo,ngonidzashe,,['political science'],n,0,assistant professor of political science,b.a. (2000) bard college; ph.m. (2003) columbia,
251,murphy,peter,t.,['english'],n,0,professor of english,b.a. (1981) yale; ph.d. (1986) johns hopkins,
252,murtagh,thomas,p.,['computer science'],y,0,professor of computer science,a.b. (1974) princeton; ph.d. (1983) cornell,
253,mutongi,kenda,b.,['history'],n,0,associate professor of history,b.a. (1989) coe college; ph.d. (1996) university of virginia,
254,naaman,mara,,['arabic studies'],n,0,assistant professor of arabic,b.a. (1996) wesleyan; ph.d. (2007)  columbia,
255,nafziger,steven,e.,['economics'],n,0,assistant professor of economics,b.a. (2000) northwestern; ph.d. (2003) yale,
256,newman,gail,m.,['german'],s,0,harold j. henry professor of german,b.a. (1976) northwestern; ph.d. (1985) university of minnesota,
257,nicastro,anthony,j.,"['romance languages', 'romance languages']",n,1,visiting professor of romance languages,b.a. (1962) new york university; ph.d. (1971) columbia,
258,nolan jr.,james,l.,['sociology'],f,0,professor of sociology,b.a. (1984) university of california; ph.d. (1995) university of virginia,
259,norton,glyn,p.,"['international studies', 'romance languages', 'international studies', 'romance languages']",y,0,willcox b. and harriet m. adsit professor of international studies and professor of romance languages,a.b. (1963) university of michigan; ph.d. (1968) university of michigan,
260,nugent,christopher,m.b.,['chinese'],y,0,assistant professor of chinese,b.a. (1991) brown; ph.d. (2004) harvard,
261,oak,mandar,p.,['economics'],n,0,assistant professor of economics,b.com (1995) bombay university; ph.d. (2000) cornell,
262,ockman,carol,j.,['art'],y,0,dennis a. meenan ’54 third century professor of art,b.a. (1972) stanford; ph.d. (1982) yale,
263,okeke-agulu,chika,,"['art', 'history']",n,1,"robert sterling clark visiting professor of art history, fall semester",b.a. (1990) university of nigeria; ph.d. (2004) emery university,
264,pacelli,allison,,['math'],n,0,assistant professor of mathematics,b.s. (1997) union college; ph.d. (2003) brown,
265,park,lee,y.,['chemistry'],y,0,professor of chemistry,b.a. (1986) wellesley; ph.d. (1991) m.i.t.,
266,park,paul,,['english'],n,0,lecturer in english,b.a. (1975) hampshire college,
267,pasachoff,jay,m.,['astronomy'],n,0,field memorial professor of astronomy and director of the hopkins observatory,a.b. (1963) harvard; ph.d. (1969) harvard,
268,paul ,darel,e. ,['political science'],n,0,associate professor of political science,b.a. (1990) university of minnesota; ph.d. (2001) university of minnesota,
269,paulsen,david,r.,['physical education'],n,0,assistant professor of physical education,b.a. (1987) williams; m.a. (1991) university of michigan,
270,peacock-lópez,enrique,,['chemistry'],n,0,professor of chemistry,"b.s. (1974) university nac. autonoma, mexico; ph.d. (1982) university of california, san diego",
271,pedroni,julia,a.,['philosophy'],n,1,visiting assistant professor of philosophy,b.a. (1986) wells college; ph.d. (1999) georgetown,
272,pedroni,peter,l.,['economics'],n,0,associate professor of economics,b.a. (1986) miami university; ph.d. (1993) columbia,
273,perez velazquez,ileana,,['music'],f,0,associate professor of music,"b.m. higher institute of arts-havana, cuba; d.m. (2000) indiana university",
274,pethica,james,l.,['english'],y,0,senior lecturer in english,b.a. (1980) oxford; ph.d (1987) oxford,
275,pieprzak,katarzyna,,['french'],n,0,"assistant professor of francophone, literature and french language",b.a. (1995) rice; ph.d. (2001) university of michigan,
276,pilachowski,david,m.,[None],n,0,college librarian,b.a. (1971) university of vermont; m.l.s. (1973) university of illinois,
277,pinard,michelyne,,['physical education'],n,0,assistant professor of physical education and head women’s soccer coach,b.a. (1998) dartmouth; m.s. (2002) university of pennsylvania,
278,podmore,amy,d.,['art'],n,0,professor of art,"b.s. (1982) state university college of buffalo; m.f.a. (1987) university of california, davis",
279,porter,david,h.,['art'],n,1,harry c. payne visiting professor of liberal arts,b.a. (1958) swarthmore; ph.d. (1962) princeton,
280,prazak,miroslava,,['anthropology'],n,1,"visiting professor of anthropology, spring semester",b.a. (1979) smith; ph.d. (1992) yale,
281,pye,christopher,l.,['english'],y,0,class of 1924 professor of english,b.a. (1975) oberlin; ph.d. (1985) cornell,
282,raab,lawrence,e.,[None],f,0,morris professor of rhetoric,b.a. (1968) middlebury; m.a. (1972) syracuse,
283,rafalski,shawn,,['math'],n,1,visiting assistant professor of mathematics,b.s. (2001) eastern michigan university; m.s. (2003) university of illinois,
284,rai,ashok,s.,"['economics', 'humanities', 'social sciences']",y,0,"assistant professor of economics and fellow of the oakley center for the humanities and social sciences, fall semester",a.b. (1992) stanford; ph.d. (1997) university of chicago,
285,raymond,wendy,e.,['biology'],n,0,associate professor of biology,a.b. (1982) cornell; ph.d. (1990) harvard,
286,reinhardt,anne,,['history'],n,0,assistant professor of history,b.a. (1990) harvard; ph.d. (2002) princeton,
287,reinhardt,mark,t.,"['political science', 'american studies']",y,0,professor of political science and class of 1956 professor of american civilization,"b.a. (1983) wesleyan; ph.d. (1991) university of california, santa cruz",
288,rhie,bernard,j.,['english'],n,0,assistant professor of english,"b.a. (1997)  university of california, berkeley; ph.d. (2005) university of pennsylvania",
289,richardson,david,p.,['chemistry'],n,0,william r. kenanjr. professor of chemistry,"b.a. (1979) university of michigan; ph.d. (1984) university of california, berkeley",
290,robins,anthony,w.,['art'],n,1,"visiting lecturer in art at williams in new york, spring semester","b.a. (1972) williams; m.a. (1976) courtauld institute of art, university of london",
291,robolin,stephane,p. r. ,['africana studies'],n,0,assistant professor of africana studies,b.a. (1998) tulane; ph.d. (2005) duke,
292,rolleigh,michael,,['economics'],y,0,assistant professor of economics,b.a. (1998) hendrix college; ph.d. (2004) university of minnesota,
293,rorke,alix,h.,['physical education'],n,0,assistant professor of physical education and head field hockey coach,b.a. (1993) williams; m.s. (1996) smith,
294,roseman,nancy,a.,['biology'],f,0,professor of biology,a.b. (1980) smith; ph.d. (1987) oregon state,
295,rosenheim,shawn,j.,['english'],n,0,professor of english,b.a. (1983) oberlin; ph.d. (1992) yale,
296,rouhi,leyla,,['spanish'],n,0,professor of spanish,b.a. (1987) oxford; ph.d. (1995) harvard,
297,rovner,joshua,,"['leadership studies', 'political science']",n,1,stanley kaplan visiting post-doctoral fellow in political science and leadership studies,"b.a. (1998) university of california, san diego; m.a. (2002) boston college",
298,rúa,merida,,['american studies'],f,0,assistant professor of american studies,b.a. (1993) university of illinois; ph.d. (2003) university of michigan,
299,rulikova,marketa,,['sociology'],n,1,"visiting assistant professor of sociology, fall semester",b.a. (1996) university of pardubice; ph.d. (2001) polish academy of science,
300,russo,t.,michael,['physical education'],n,0,assistant professor of physical education and coordinator of physical education,b.a. (1967) university of massachusetts; m.s. (1970) university of massachusetts,
